,H3_cell,mean_price,median_price,total_paid,count,geometry
616,85195d6bfffffff,421701.3582089552,372500.0,28253991,67,"POLYGON ((-1.582788267964706 51.59601070769529, -1.68538627818503 51.54641194921835, -1.661533424435819 51.46054525866226, -1.535462354226547 51.42431967877565, -1.433077140644291 51.47386357474315, -1.456550182348968 51.55968773977725, -1.582788267964706 51.59601070769529))"
617,85195d6ffffffff,452229.7123287671,345750.0,132051076,292,"POLYGON ((-1.433077140644291 51.47386357474315, -1.535462354226547 51.42431967877565, -1.511911873922823 51.33839144094197, -1.386354069114258 51.30205040126001, -1.284182243903205 51.3515400405845, -1.307354823670968 51.43742480446389, -1.433077140644291 51.47386357474315))"
618,85195d73fffffff,379510.0177935943,330000.0,426569260,1124,"POLYGON ((-1.274442986838768 51.74388859379757, -1.377316084435605 51.69474911151431, -1.353921398507831 51.60902971453035, -1.228034749089149 51.57249333562054, -1.12537864549092 51.62157904038948, -1.14839219288308 51.70725472844418, -1.274442986838768 51.74388859379757))"
619,85195d77fffffff,555147.782122905,440000.0,198742906,358,"POLYGON ((-1.12537864549092 51.62157904038948, -1.228034749089149 51.57249333562054, -1.204941223929923 51.48671276304034, -1.079570782528996 51.45006237798371, -0.9771322192501992 51.49909491877849, -0.9998465593344867 51.58483083706424, -1.12537864549092 51.62157904038948))"
620,85195d7bfffffff,383661.47339449544,325000.0,209095503,545,"POLYGON ((-1.503721017668956 51.73116934964108, -1.60656440254101 51.6817727465481, -1.582788267964706 51.59601070769529, -1.456550182348968 51.55968773977725, -1.353921398507831 51.60902971453035, -1.377316084435605 51.69474911151431, -1.503721017668956 51.73116934964108))"
621,85195d83fffffff,335497.18764044944,295000.0,298592497,890,"POLYGON ((-0.5740502614098234 52.16883072825909, -0.6777030675250082 52.12081656907242, -0.6553207245594808 52.03550472338011, -0.5296708222538258 51.9982530292845, -0.4262452450571851 52.04621586229054, -0.4482423688320462 52.13148154230639, -0.5740502614098234 52.16883072825909))"
622,85195d87fffffff,346148.4713286713,277000.0,247496157,715,"POLYGON ((-0.4262452450571851 52.04621586229054, -0.5296708222538258 51.9982530292845, -0.5075876678117863 51.91288021114631, -0.3824621317188309 51.87551716062976, -0.2792642267932731 51.92342930173213, -0.3009642197493146 52.00875501367884, -0.4262452450571851 52.04621586229054))"
623,85195d8bfffffff,336261.3182414698,290000.0,512462249,1524,"POLYGON ((-0.8038795689468916 52.15795477774421, -0.9075129823734213 52.10968365568196, -0.8847449914145082 52.02432670117967, -0.7587292521247898 51.98728580328863, -0.6553207245594808 52.03550472338011, -0.6777030675250082 52.12081656907242, -0.8038795689468916 52.15795477774421))"
624,85195d8ffffffff,330072.7702182285,295000.0,257126688,779,"POLYGON ((-0.6553207245594808 52.03550472338011, -0.7587292521247898 51.98728580328863, -0.7362624870456203 51.9018669302762, -0.6107708287559035 51.86471285963678, -0.5075876678117863 51.91288021114631, -0.5296708222538258 51.9982530292845, -0.6553207245594808 52.03550472338011))"
625,85195d93fffffff,324004.882183908,270000.0,112753699,348,"POLYGON ((-0.492449420292738 52.30184375904422, -0.5963472194882146 52.25403488696227, -0.5740502614098234 52.16883072825909, -0.4482423688320462 52.13148154230639, -0.3445736752255295 52.17923932892045, -0.3664838001200789 52.26439721301157, -0.492449420292738 52.30184375904422))"
626,85195d97fffffff,363175.47777777776,305000.0,163428965,450,"POLYGON ((-0.3445736752255295 52.17923932892045, -0.4482423688320462 52.13148154230639, -0.4262452450571851 52.04621586229054, -0.3009642197493146 52.00875501367884, -0.1975250647611447 52.05646235527439, -0.2191374344592494 52.1416808182628, -0.3445736752255295 52.17923932892045))"
627,85195d9bfffffff,330747.32635983266,280000.0,79048611,239,"POLYGON ((-0.7226842406761146 52.29127027909271, -0.8265638049775317 52.24320415411095, -0.8038795689468916 52.15795477774421, -0.6777030675250082 52.12081656907242, -0.5740502614098234 52.16883072825909, -0.5963472194882146 52.25403488696227, -0.7226842406761146 52.29127027909271))"
628,85195da3fffffff,487857.8888419273,402500.0,1154271765,2366,"POLYGON ((-0.3606754804287708 51.79008486345376, -0.4636328212736738 51.74196845241638, -0.4417604681363635 51.65643024154599, -0.3173103494892704 51.6190561970217, -0.2145792554630312 51.6671222903624, -0.2360720697665105 51.75261257668755, -0.3606754804287708 51.79008486345376))"
629,85195da7fffffff,791945.8080895009,580000.0,7361928232,9296,"POLYGON ((-0.2145792554630312 51.6671222903624, -0.3173103494892704 51.6190561970217, -0.2957312202086708 51.53346055976095, -0.171798544609975 51.49597969639886, -0.06929409787986855 51.54399608943081, -0.09049572212653015 51.62954287858391, -0.2145792554630312 51.6671222903624))"
630,85195dabfffffff,606528.0745721272,497500.0,496139965,818,"POLYGON ((-0.5886026033246543 51.77923356900056, -0.6915440485415046 51.73086223491185, -0.6692917033310195 51.64527714524333, -0.5444779313433011 51.60811009819862, -0.4417604681363635 51.65643024154599, -0.4636328212736738 51.74196845241638, -0.5886026033246543 51.77923356900056))"
631,85195daffffffff,477486.14830917877,430000.0,1976792654,4140,"POLYGON ((-0.4417604681363635 51.65643024154599, -0.5444779313433011 51.60811009819862, -0.5225208244740319 51.52246665299311, -0.3982242646620345 51.48519099048239, -0.2957312202086708 51.53346055976095, -0.3173103494892704 51.6190561970217, -0.4417604681363635 51.65643024154599))"
632,85195db3fffffff,491771.4376163873,370000.0,528162524,1074,"POLYGON ((-0.2792642267932731 51.92342930173213, -0.3824621317188309 51.87551716062976, -0.3606754804287708 51.79008486345376, -0.2360720697665105 51.75261257668755, -0.1331022536137593 51.8004746547703, -0.154507799736684 51.88585891275974, -0.2792642267932731 51.92342930173213))"
633,85195db7fffffff,478328.19431279623,401000.0,908345241,1899,"POLYGON ((-0.1331022536137593 51.8004746547703, -0.2360720697665105 51.75261257668755, -0.2145792554630312 51.6671222903624, -0.09049572212653015 51.62954287858391, 0.01224561508054179 51.67735551708519, -0.008868148669403851 51.76279683876956, -0.1331022536137593 51.8004746547703))"
634,85195dbbfffffff,349604.0826709062,264500.0,439801936,1258,"POLYGON ((-0.5075876678117863 51.91288021114631, -0.6107708287559035 51.86471285963678, -0.5886026033246543 51.77923356900056, -0.4636328212736738 51.74196845241638, -0.3606754804287708 51.79008486345376, -0.3824621317188309 51.87551716062976, -0.5075876678117863 51.91288021114631))"
635,85195dc3fffffff,267130.89219330857,238000.0,71858210,269,"POLYGON ((-1.184197401122662 52.26871091430306, -1.288029865836521 52.22012854584846, -1.26456988729442 52.13479192656033, -1.137665500324291 52.09808058649905, -1.034054998784703 52.14660924532758, -1.057126920687524 52.23190277698559, -1.184197401122662 52.26871091430306))"
636,85195dc7fffffff,364026.73349633254,315000.0,148886934,409,"POLYGON ((-1.034054998784703 52.14660924532758, -1.137665500324291 52.09808058649905, -1.114511469187696 52.01267958543637, -0.9881329832427216 51.97585111454219, -0.8847449914145082 52.02432670117967, -0.9075129823734213 52.10968365568196, -1.034054998784703 52.14660924532758))"
637,85195dcbfffffff,375602.1533742331,335000.0,61223151,163,"POLYGON ((-1.415462302517739 52.25672060485973, -1.519265875724742 52.20787927927604, -1.495417507223351 52.12250064517041, -1.36815394436994 52.08600517370839, -1.26456988729442 52.13479192656033, -1.288029865836521 52.22012854584846, -1.415462302517739 52.25672060485973))"
638,85195dcffffffff,309565.54254143644,280000.0,280156816,905,"POLYGON ((-1.26456988729442 52.13479192656033, -1.36815394436994 52.08600517370839, -1.344613517787291 52.00056119358329, -1.21787542551618 51.96394676922824, -1.114511469187696 52.01267958543637, -1.137665500324291 52.09808058649905, -1.26456988729442 52.13479192656033))"
639,85195dd3fffffff,308275.28078817733,279950.0,125159764,406,"POLYGON ((-1.103494346730036 52.40231696237898, -1.207575977813601 52.35393951538369, -1.184197401122662 52.26871091430306, -1.057126920687524 52.23190277698559, -0.9532691299718861 52.28022673962867, -0.9762579827367788 52.36541214636631, -1.103494346730036 52.40231696237898))"
640,85195dd7fffffff,256064.31469363475,220000.0,430444113,1681,"POLYGON ((-0.9532691299718861 52.28022673962867, -1.057126920687524 52.23190277698559, -1.034054998784703 52.14660924532758, -0.9075129823734213 52.10968365568196, -0.8038795689468916 52.15795477774421, -0.8265638049775317 52.24320415411095, -0.9532691299718861 52.28022673962867))"
641,85195ddbfffffff,315553.96165644174,275500.0,205741183,652,"POLYGON ((-1.335177099362373 52.39062804781463, -1.43923095193712 52.3419913272584, -1.415462302517739 52.25672060485973, -1.288029865836521 52.22012854584846, -1.184197401122662 52.26871091430306, -1.207575977813601 52.35393951538369, -1.335177099362373 52.39062804781463))"
642,85195e03fffffff,216785.7142857143,200000.0,3035000,14,"POLYGON ((-3.675906982512116 52.63978756991084, -3.780204306822956 52.58887154429782, -3.752318943415701 52.50353394314597, -3.620533038822003 52.46914248916364, -3.516433468407424 52.51999555706122, -3.543921927364746 52.60530284809096, -3.675906982512116 52.63978756991084))"
643,85195e07fffffff,184098.568627451,145000.0,9389027,51,"POLYGON ((-3.516433468407424 52.51999555706122, -3.620533038822003 52.46914248916364, -3.592979812099793 52.38372634558743, -3.461722002496341 52.34919441873107, -3.357821170298533 52.39998516616108, -3.384979296779035 52.48536997371826, -3.516433468407424 52.51999555706122))"
644,85195e0bfffffff,169203.57142857142,138125.0,10659825,63,"POLYGON ((-3.912520054645442 52.62312030731054, -4.016748384891341 52.57193834216135, -3.988466202581432 52.48657155678575, -3.856352375969833 52.45241573174722, -3.752318943415701 52.50353394314597, -3.780204306822956 52.58887154429782, -3.912520054645442 52.62312030731054))"
647,85195e17fffffff,238306.42857142858,210000.0,13345160,56,"POLYGON ((-3.439559375818611 52.65595331129482, -3.543921927364746 52.60530284809096, -3.516433468407424 52.51999555706122, -3.384979296779035 52.48536997371826, -3.280817325227827 52.53595828349058, -3.30790883559034 52.62123414198425, -3.439559375818611 52.65595331129482))"
648,85195e1bfffffff,176302.9393939394,131500.0,5817997,33,"POLYGON ((-3.83624625482758 52.75935740636172, -3.940740314589322 52.70837778213242, -3.912520054645442 52.62312030731054, -3.780204306822956 52.58887154429782, -3.675906982512116 52.63978756991084, -3.70372854046391 52.72501576723442, -3.83624625482758 52.75935740636172))"
649,85195e23fffffff,174060.23958333334,172500.0,16709783,96,"POLYGON ((-3.434498167222318 52.26370131378964, -3.538138765453144 52.21270871172907, -3.510850119677123 52.12710796933829, -3.380312239952453 52.09253189826722, -3.276869511055373 52.14346263745195, -3.30376668532684 52.22903112560651, -3.434498167222318 52.26370131378964))"
650,85195e27fffffff,306333.22222222225,221250.0,16541994,54,"POLYGON ((-3.276869511055373 52.14346263745195, -3.380312239952453 52.09253189826722, -3.353349334532983 52.00685633803636, -3.223333277912496 51.9721445974439, -3.120089342506553 52.02301409660756, -3.146662571262545 52.10865639279091, -3.276869511055373 52.14346263745195))"
651,85195e2bfffffff,191511.76470588235,173000.0,3255700,17,"POLYGON ((-3.669200226940018 52.2471469114473, -3.772776597141674 52.1958903853716, -3.745096522120611 52.11025850564928, -3.614231387633544 52.07591410383458, -3.510850119677123 52.12710796933829, -3.538138765453144 52.21270871172907, -3.669200226940018 52.2471469114473))"
653,85195e33fffffff,175508.06451612903,150000.0,5440750,31,"POLYGON ((-3.357821170298533 52.39998516616108, -3.461722002496341 52.34919441873107, -3.434498167222318 52.26370131378964, -3.30376668532684 52.22903112560651, -3.200065542096228 52.27976018607296, -3.226896087538311 52.36522093587349, -3.357821170298533 52.39998516616108))"
654,85195e37fffffff,343152.17391304346,280000.0,7892500,23,"POLYGON ((-3.200065542096228 52.27976018607296, -3.30376668532684 52.22903112560651, -3.276869511055373 52.14346263745195, -3.146662571262545 52.10865639279091, -3.043162034729241 52.1593243959653, -3.069667735326142 52.24485951667906, -3.200065542096228 52.27976018607296))"
655,85195e3bfffffff,174373.5,150000.0,2789976,16,"POLYGON ((-3.592979812099793 52.38372634558743, -3.696817322674666 52.33267125401867, -3.669200226940018 52.2471469114473, -3.538138765453144 52.21270871172907, -3.434498167222318 52.26370131378964, -3.461722002496341 52.34919441873107, -3.592979812099793 52.38372634558743))"
656,85195e47fffffff,231412.5,177500.0,18975825,82,"POLYGON ((-4.149390955877576 52.60594965101416, -4.253546519994712 52.55450138867987, -4.224867645898002 52.46910654829799, -4.092429754856417 52.43518783579299, -3.988466202581432 52.48657155678575, -4.016748384891341 52.57193834216135, -4.149390955877576 52.60594965101416))"
657,85195e53fffffff,187067.85714285713,172500.0,2618950,14,"POLYGON ((-4.23552616399571 52.86161409284716, -4.340141078306695 52.81030270451016, -4.311182799291657 52.7250998384827, -4.178009803276209 52.6912352733593, -4.073587634100802 52.74248162968479, -4.102145564861866 52.82765739148556, -4.23552616399571 52.86161409284716))"
658,85195e57fffffff,164744.53225806452,156500.0,10214161,62,"POLYGON ((-4.073587634100802 52.74248162968479, -4.178009803276209 52.6912352733593, -4.149390955877576 52.60594965101416, -4.016748384891341 52.57193834216135, -3.912520054645442 52.62312030731054, -3.940740314589322 52.70837778213242, -4.073587634100802 52.74248162968479))"
659,85195e5bfffffff,405497.5,372975.0,8109950,20,"POLYGON ((-4.473846158648787 52.84401829232439, -4.578382413982972 52.79243904276302, -4.549023973411792 52.70721020953193, -4.415529276218007 52.67358640104486, -4.311182799291657 52.7250998384827, -4.340141078306695 52.81030270451016, -4.473846158648787 52.84401829232439))"
660,85195e63fffffff,201956.87931034484,187750.0,11713499,58,"POLYGON ((-4.064086540208743 52.34971238885609, -4.167786263923563 52.29812750523912, -4.139382897873999 52.21254405408135, -4.007672749434225 52.17857429129656, -3.904164296139122 52.23009510472302, -3.93217458238174 52.31564956383772, -4.064086540208743 52.34971238885609))"
662,85195e6bfffffff,214655.53012048194,210000.0,17816409,83,"POLYGON ((-4.300019550509648 52.33195356354425, -4.403644798927837 52.28010327076009, -4.374848504674359 52.19449195530972, -4.242819740269852 52.1607586092412, -4.139382897873999 52.21254405408135, -4.167786263923563 52.29812750523912, -4.300019550509648 52.33195356354425))"
663,85195e6ffffffff,197382.15189873418,179500.0,15593190,79,"POLYGON ((-4.139382897873999 52.21254405408135, -4.242819740269852 52.1607586092412, -4.214357094750283 52.07506781957043, -4.082848689452333 52.04119118138093, -3.979601327690685 52.09291239468784, -4.007672749434225 52.17857429129656, -4.139382897873999 52.21254405408135))"
664,85195e73fffffff,192226.49006622517,179950.0,29026200,151,"POLYGON ((-3.988466202581432 52.48657155678575, -4.092429754856417 52.43518783579299, -4.064086540208743 52.34971238885609, -3.93217458238174 52.31564956383772, -3.828404106167061 52.36696937389486, -3.856352375969833 52.45241573174722, -3.988466202581432 52.48657155678575))"
665,85195e77fffffff,189675.0,181500.0,2655450,14,"POLYGON ((-3.828404106167061 52.36696937389486, -3.93217458238174 52.31564956383772, -3.904164296139122 52.23009510472302, -3.772776597141674 52.1958903853716, -3.669200226940018 52.2471469114473, -3.696817322674666 52.33267125401867, -3.828404106167061 52.36696937389486))"
666,85195e7bfffffff,207210.26315789475,185000.0,3936995,19,"POLYGON ((-4.224867645898002 52.46910654829799, -4.328757570532227 52.41745697108976, -4.300019550509648 52.33195356354425, -4.167786263923563 52.29812750523912, -4.064086540208743 52.34971238885609, -4.092429754856417 52.43518783579299, -4.224867645898002 52.46910654829799))"
